status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,Cluster
1,2013-02-28,50,1,0,50,0,0,0,0,0,2
1,2013-02-28,47,0,0,47,0,0,0,0,0,2
1,2013-02-28,64,2,0,64,0,0,0,0,0,2
1,2013-02-27,40,1,0,40,0,0,0,0,0,2
1,2013-02-27,58,1,0,58,0,0,0,0,0,2
1,2013-02-27,67,3,0,67,0,0,0,0,0,2
1,2013-02-26,50,3,0,50,0,0,0,0,0,2
1,2013-02-26,53,1,0,53,0,0,0,0,0,2
1,2013-02-26,67,8,0,67,0,0,0,0,0,2
1,2013-02-26,90,12,0,90,0,0,0,0,0,1
1,2013-02-26,60,2,0,60,0,0,0,0,0,2
1,2013-02-25,30,8,0,30,0,0,0,0,0,2
1,2013-02-25,52,10,0,52,0,0,0,0,0,2
1,2013-02-25,5,0,0,5,0,0,0,0,0,0
1,2013-02-24,56,14,0,56,0,0,0,0,0,2
1,2013-02-24,26,2,0,26,0,0,0,0,0,0
1,2013-02-24,71,11,0,71,0,0,0,0,0,2
1,2013-02-24,53,4,0,53,0,0,0,0,0,2
1,2013-02-23,35,2,0,35,0,0,0,0,0,2
1,2013-02-20,31,2,0,31,0,0,0,0,0,2
1,2013-02-20,45,0,0,45,0,0,0,0,0,2
1,2013-02-20,20,1,0,20,0,0,0,0,0,0
1,2013-02-19,3,2,2,3,0,0,0,0,0,0
1,2013-02-18,48,0,0,48,0,0,0,0,0,2
1,2013-02-18,18,0,0,18,0,0,0,0,0,0
1,2013-02-17,56,10,0,56,0,0,0,0,0,2
1,2013-02-17,64,2,1,64,0,0,0,0,0,2
1,2013-02-16,63,0,0,63,0,0,0,0,0,2
1,2013-02-16,40,9,2,40,0,0,0,0,0,2
1,2013-02-16,92,1,0,92,0,0,0,0,0,1
1,2013-02-16,53,0,0,53,0,0,0,0,0,2
1,2013-02-15,33,0,0,33,0,0,0,0,0,2
1,2013-02-15,84,6,0,84,0,0,0,0,0,1
1,2013-02-15,87,11,0,87,0,0,0,0,0,1
1,2013-02-15,26,0,0,26,0,0,0,0,0,0
1,2013-02-15,22,0,0,22,0,0,0,0,0,0
1,2013-02-11,26,1,0,26,0,0,0,0,0,0
1,2013-02-11,14,0,0,14,0,0,0,0,0,0
1,2013-02-10,18,0,0,18,0,0,0,0,0,0
1,2013-02-08,24,0,0,24,0,0,0,0,0,0
1,2013-02-08,27,0,0,27,0,0,0,0,0,0
1,2013-02-07,30,11,0,30,0,0,0,0,0,2
1,2013-02-03,34,4,0,34,0,0,0,0,0,2
1,2013-02-03,26,1,1,26,0,0,0,0,0,0
1,2013-02-03,38,4,0,38,0,0,0,0,0,2
1,2013-02-03,55,5,0,55,0,0,0,0,0,2
1,2013-02-02,80,9,0,80,0,0,0,0,0,1
1,2013-02-02,33,3,0,33,0,0,0,0,0,2
1,2013-02-02,44,10,0,44,0,0,0,0,0,2
1,2013-02-02,41,7,0,41,0,0,0,0,0,2
1,2013-02-02,30,3,0,30,0,0,0,0,0,2
1,2013-01-31,34,0,0,34,0,0,0,0,0,2
1,2013-01-31,30,0,0,30,0,0,0,0,0,2
1,2013-01-31,38,9,0,38,0,0,0,0,0,2
1,2013-01-31,24,4,1,24,0,0,0,0,0,0
1,2013-01-31,37,2,0,37,0,0,0,0,0,2
1,2013-01-31,18,3,0,18,0,0,0,0,0,0
1,2013-01-30,55,15,0,55,0,0,0,0,0,2
1,2013-01-30,54,3,0,54,0,0,0,0,0,2
1,2013-01-30,67,11,0,67,0,0,0,0,0,2
1,2013-01-30,94,18,0,94,0,0,0,0,0,1
1,2013-01-29,41,2,0,41,0,0,0,0,0,2
1,2013-01-29,36,2,0,36,0,0,0,0,0,2
1,2013-01-29,65,3,1,65,0,0,0,0,0,2
1,2013-01-26,90,6,0,90,0,0,0,0,0,1
1,2013-01-26,42,2,0,42,0,0,0,0,0,2
1,2013-01-25,48,4,0,48,0,0,0,0,0,2
1,2013-01-25,45,10,0,45,0,0,0,0,0,2
1,2013-01-24,47,2,0,47,0,0,0,0,0,2
1,2013-01-24,31,4,0,31,0,0,0,0,0,2
1,2013-01-24,105,23,0,105,0,0,0,0,0,1
1,2013-01-23,48,0,0,48,0,0,0,0,0,2
1,2013-01-22,37,5,0,37,0,0,0,0,0,2
1,2013-01-21,5,2,2,5,0,0,0,0,0,0
1,2013-01-21,11,0,0,11,0,0,0,0,0,0
1,2013-01-18,27,11,1,27,0,0,0,0,0,0
1,2013-01-18,2,0,0,2,0,0,0,0,0,0
1,2013-01-17,43,1,0,43,0,0,0,0,0,2
1,2013-01-16,46,4,0,46,0,0,0,0,0,2
1,2013-01-16,53,3,0,53,0,0,0,0,0,2
1,2013-01-16,10,1,0,10,0,0,0,0,0,0
1,2013-01-15,22,5,0,22,0,0,0,0,0,0
1,2013-01-15,12,3,1,12,0,0,0,0,0,0
1,2013-01-14,50,6,0,50,0,0,0,0,0,2
1,2013-01-13,47,13,0,47,0,0,0,0,0,2
1,2013-01-13,14,0,2,14,0,0,0,0,0,0
1,2013-01-13,1,0,0,1,0,0,0,0,0,0
1,2013-01-13,25,18,0,25,0,0,0,0,0,0
1,2013-01-13,16,0,0,16,0,0,0,0,0,0
1,2013-01-13,46,2,0,46,0,0,0,0,0,2
1,2013-01-13,76,1,0,76,0,0,0,0,0,1
1,2013-01-13,16,0,0,16,0,0,0,0,0,0
1,2013-01-12,40,1,0,40,0,0,0,0,0,2
1,2013-01-12,83,15,0,83,0,0,0,0,0,1
1,2013-01-12,89,28,1,89,0,0,0,0,0,1
1,2013-01-11,30,0,0,30,0,0,0,0,0,2
1,2013-01-11,12,0,0,12,0,0,0,0,0,0
1,2013-01-11,52,17,0,52,0,0,0,0,0,2
1,2013-01-10,58,19,0,58,0,0,0,0,0,2
1,2013-01-10,22,4,0,22,0,0,0,0,0,0
1,2013-01-10,6,0,0,6,0,0,0,0,0,0
1,2013-01-09,30,2,0,30,0,0,0,0,0,2
1,2013-01-09,58,5,0,58,0,0,0,0,0,2
1,2013-01-08,48,5,0,48,0,0,0,0,0,2
1,2013-01-08,43,4,0,43,0,0,0,0,0,2
1,2013-01-06,30,0,0,30,0,0,0,0,0,2
1,2013-01-06,41,3,0,41,0,0,0,0,0,2
1,2013-01-06,42,10,0,42,0,0,0,0,0,2
1,2013-01-05,59,6,0,59,0,0,0,0,0,2
1,2013-01-04,17,0,0,17,0,0,0,0,0,0
1,2013-01-03,47,0,0,47,0,0,0,0,0,2
1,2013-01-03,14,5,2,14,0,0,0,0,0,0
1,2013-01-03,12,1,0,12,0,0,0,0,0,0
1,2013-01-02,25,3,1,25,0,0,0,0,0,0
1,2012-12-23,0,0,0,0,0,0,0,0,0,0
1,2012-12-21,4,1,0,4,0,0,0,0,0,0
1,2012-12-13,3,0,0,3,0,0,0,0,0,0
1,2012-11-18,5,1,1,5,0,0,0,0,0,0
1,2012-11-18,2,0,0,2,0,0,0,0,0,0
1,2012-11-09,11,6,0,11,0,0,0,0,0,0
1,2012-11-09,38,10,0,38,0,0,0,0,0,2
1,2012-11-08,13,0,0,13,0,0,0,0,0,0
1,2012-11-08,19,0,0,19,0,0,0,0,0,0
1,2012-11-07,15,1,0,15,0,0,0,0,0,0
1,2012-11-06,21,4,0,21,0,0,0,0,0,0
1,2012-11-05,42,2,0,42,0,0,0,0,0,2
1,2012-11-05,12,0,0,12,0,0,0,0,0,0
1,2012-11-05,19,4,0,19,0,0,0,0,0,0
1,2012-11-05,24,2,0,24,0,0,0,0,0,0
1,2012-11-05,32,1,0,32,0,0,0,0,0,2
1,2012-11-05,15,8,0,15,0,0,0,0,0,0
1,2012-11-05,22,4,0,22,0,0,0,0,0,0
1,2012-11-05,33,8,0,33,0,0,0,0,0,2
1,2012-11-04,11,6,0,11,0,0,0,0,0,0
1,2012-11-04,47,6,0,47,0,0,0,0,0,2
1,2012-11-04,41,7,0,41,0,0,0,0,0,2
1,2012-11-04,29,4,0,29,0,0,0,0,0,2
1,2012-11-03,48,7,0,48,0,0,0,0,0,2
1,2012-11-03,13,8,0,13,0,0,0,0,0,0
1,2012-11-03,32,2,0,32,0,0,0,0,0,2
1,2012-11-02,42,8,0,42,0,0,0,0,0,2
1,2012-11-02,26,5,0,26,0,0,0,0,0,0
1,2012-11-02,67,25,0,67,0,0,0,0,0,2
1,2012-11-02,23,4,0,23,0,0,0,0,0,0
1,2012-11-01,33,4,0,33,0,0,0,0,0,2
1,2012-11-01,25,3,0,25,0,0,0,0,0,0
1,2012-11-01,22,4,0,22,0,0,0,0,0,0
1,2012-10-31,26,0,0,26,0,0,0,0,0,0
1,2012-10-31,38,10,0,38,0,0,0,0,0,2
1,2012-10-31,50,19,0,50,0,0,0,0,0,2
1,2012-10-31,29,1,0,29,0,0,0,0,0,2
1,2012-10-30,26,0,0,26,0,0,0,0,0,0
1,2012-10-30,25,1,0,25,0,0,0,0,0,0
1,2012-10-30,15,0,0,15,0,0,0,0,0,0
1,2012-10-30,18,0,0,18,0,0,0,0,0,0
1,2012-10-30,28,4,0,28,0,0,0,0,0,0
1,2012-10-29,14,23,0,14,0,0,0,0,0,0
1,2012-10-28,20,2,0,20,0,0,0,0,0,0
1,2012-10-27,17,21,0,17,0,0,0,0,0,0
1,2012-10-27,34,0,0,34,0,0,0,0,0,2
1,2012-10-26,17,11,0,17,0,0,0,0,0,0
1,2012-10-24,40,6,0,40,0,0,0,0,0,2
1,2012-10-24,21,5,0,21,0,0,0,0,0,0
1,2012-10-24,14,4,0,14,0,0,0,0,0,0
1,2012-10-23,43,17,1,43,0,0,0,0,0,2
1,2012-10-23,27,5,0,27,0,0,0,0,0,0
1,2012-10-23,35,22,0,35,0,0,0,0,0,2
1,2012-10-23,24,1,0,24,0,0,0,0,0,0
1,2012-10-23,30,4,0,30,0,0,0,0,0,2
1,2012-10-23,21,2,0,21,0,0,0,0,0,0
1,2012-10-22,41,7,0,41,0,0,0,0,0,2
1,2012-10-22,15,1,0,15,0,0,0,0,0,0
1,2012-10-22,27,6,0,27,0,0,0,0,0,0
1,2012-10-22,22,3,0,22,0,0,0,0,0,0
1,2012-10-22,36,13,0,36,0,0,0,0,0,2
1,2012-10-22,10,18,0,10,0,0,0,0,0,0
1,2012-10-21,24,5,0,24,0,0,0,0,0,0
1,2012-10-20,19,1,0,19,0,0,0,0,0,0
1,2012-10-20,63,25,0,63,0,0,0,0,0,2
1,2012-10-20,47,15,0,47,0,0,0,0,0,2
1,2012-10-19,57,11,0,57,0,0,0,0,0,2
1,2012-10-19,14,4,0,14,0,0,0,0,0,0
1,2012-10-19,35,5,0,35,0,0,0,0,0,2
1,2012-10-19,12,0,2,12,0,0,0,0,0,0
1,2012-10-19,15,3,0,15,0,0,0,0,0,0
1,2012-10-19,31,15,0,31,0,0,0,0,0,2
1,2012-10-18,45,5,0,45,0,0,0,0,0,2
1,2012-10-18,35,24,0,35,0,0,0,0,0,2
1,2012-10-18,38,30,0,38,0,0,0,0,0,2
1,2012-10-18,26,11,0,26,0,0,0,0,0,0
1,2012-10-18,35,11,0,35,0,0,0,0,0,2
1,2012-10-17,53,36,0,53,0,0,0,0,0,2
1,2012-10-17,26,0,0,26,0,0,0,0,0,0
1,2012-10-17,16,0,0,16,0,0,0,0,0,0
1,2012-10-17,28,7,0,28,0,0,0,0,0,0
1,2012-10-17,16,1,1,16,0,0,0,0,0,0
1,2012-10-16,26,16,0,26,0,0,0,0,0,0
1,2012-10-16,26,11,0,26,0,0,0,0,0,0
1,2012-10-16,27,14,0,27,0,0,0,0,0,0
1,2012-10-16,33,6,0,33,0,0,0,0,0,2
1,2012-10-16,27,8,0,27,0,0,0,0,0,0
1,2012-10-16,37,10,0,37,0,0,0,0,0,2
1,2012-10-15,23,5,1,23,0,0,0,0,0,0
1,2012-10-15,13,0,0,13,0,0,0,0,0,0
1,2012-10-15,17,8,0,17,0,0,0,0,0,0
1,2012-10-15,30,0,0,30,0,0,0,0,0,2
1,2012-10-15,18,13,0,18,0,0,0,0,0,0
1,2012-10-15,30,9,0,30,0,0,0,0,0,2
1,2012-10-15,26,7,0,26,0,0,0,0,0,0
1,2012-10-15,16,9,0,16,0,0,0,0,0,0
1,2012-10-14,47,5,0,47,0,0,0,0,0,2
1,2012-10-13,16,7,0,16,0,0,0,0,0,0
1,2012-10-13,13,9,1,13,0,0,0,0,0,0
1,2012-10-13,32,13,1,32,0,0,0,0,0,2
1,2012-10-13,21,11,0,21,0,0,0,0,0,0
1,2012-10-12,24,8,0,24,0,0,0,0,0,0
1,2012-10-12,22,4,0,22,0,0,0,0,0,0
1,2012-10-12,14,2,0,14,0,0,0,0,0,0
1,2012-10-10,24,1,0,24,0,0,0,0,0,0
1,2012-10-10,18,20,0,18,0,0,0,0,0,0
1,2012-10-09,14,2,0,14,0,0,0,0,0,0
1,2012-10-09,17,4,0,17,0,0,0,0,0,0
1,2012-10-09,14,0,0,14,0,0,0,0,0,0
1,2012-10-09,16,0,0,16,0,0,0,0,0,0
1,2012-10-09,15,0,0,15,0,0,0,0,0,0
1,2012-10-08,11,1,0,11,0,0,0,0,0,0
1,2012-10-08,15,0,1,15,0,0,0,0,0,0
1,2012-10-08,15,1,0,15,0,0,0,0,0,0
1,2012-10-07,16,8,0,16,0,0,0,0,0,0
1,2012-10-06,14,0,0,14,0,0,0,0,0,0
1,2012-10-06,17,0,0,17,0,0,0,0,0,0
1,2012-10-06,0,0,1,0,0,0,0,0,0,0
1,2012-10-06,32,2,0,32,0,0,0,0,0,2
1,2012-10-05,19,12,0,19,0,0,0,0,0,0
1,2012-10-05,49,5,0,49,0,0,0,0,0,2
1,2012-10-05,62,25,1,62,0,0,0,0,0,2
1,2012-10-04,9,11,0,9,0,0,0,0,0,0
1,2012-10-04,33,7,0,33,0,0,0,0,0,2
1,2012-10-04,40,28,0,40,0,0,0,0,0,2
1,2012-10-03,46,31,0,46,0,0,0,0,0,2
1,2012-10-03,31,11,0,31,0,0,0,0,0,2
1,2012-10-02,15,0,0,15,0,0,0,0,0,0
1,2012-10-02,40,17,0,40,0,0,0,0,0,2
1,2012-10-02,20,5,0,20,0,0,0,0,0,0
1,2012-10-01,32,9,1,32,0,0,0,0,0,2
1,2012-10-01,34,11,1,34,0,0,0,0,0,2
1,2012-10-01,14,0,0,14,0,0,0,0,0,0
1,2012-10-01,16,10,2,16,0,0,0,0,0,0
1,2012-09-30,5,0,1,5,0,0,0,0,0,0
1,2012-09-30,21,0,0,21,0,0,0,0,0,0
1,2012-09-30,18,1,0,18,0,0,0,0,0,0
1,2012-09-30,14,6,0,14,0,0,0,0,0,0
1,2012-09-30,23,0,0,23,0,0,0,0,0,0
1,2012-09-30,20,22,0,20,0,0,0,0,0,0
1,2012-09-30,24,24,0,24,0,0,0,0,0,0
1,2012-09-30,24,30,0,24,0,0,0,0,0,0
1,2012-09-30,19,25,0,19,0,0,0,0,0,0
1,2012-09-30,4,0,0,4,0,0,0,0,0,0
1,2012-09-29,35,7,0,35,0,0,0,0,0,2
1,2012-09-29,15,4,0,15,0,0,0,0,0,0
1,2012-09-29,16,2,0,16,0,0,0,0,0,0
1,2012-09-29,20,6,0,20,0,0,0,0,0,0
1,2012-09-29,15,18,0,15,0,0,0,0,0,0
1,2012-09-29,23,4,0,23,0,0,0,0,0,0
1,2012-09-29,18,0,0,18,0,0,0,0,0,0
1,2012-09-29,16,4,0,16,0,0,0,0,0,0
1,2012-09-29,17,1,0,17,0,0,0,0,0,0
1,2012-09-29,15,11,0,15,0,0,0,0,0,0
1,2012-09-29,27,1,0,27,0,0,0,0,0,0
1,2012-09-28,25,6,0,25,0,0,0,0,0,0
1,2012-09-28,24,8,0,24,0,0,0,0,0,0
1,2012-09-28,14,0,1,14,0,0,0,0,0,0
1,2012-09-27,22,3,0,22,0,0,0,0,0,0
1,2012-09-27,15,3,0,15,0,0,0,0,0,0
1,2012-09-27,18,2,0,18,0,0,0,0,0,0
1,2012-09-27,13,3,0,13,0,0,0,0,0,0
1,2012-09-27,14,1,0,14,0,0,0,0,0,0
1,2012-09-27,30,0,1,30,0,0,0,0,0,2
1,2012-09-27,30,8,0,30,0,0,0,0,0,2
1,2012-09-26,18,3,0,18,0,0,0,0,0,0
1,2012-09-26,24,2,0,24,0,0,0,0,0,0
1,2012-09-26,21,0,0,21,0,0,0,0,0,0
1,2012-09-26,8,16,0,8,0,0,0,0,0,0
1,2012-09-26,23,3,0,23,0,0,0,0,0,0
1,2012-09-25,27,2,0,27,0,0,0,0,0,0
1,2012-09-25,9,10,0,9,0,0,0,0,0,0
1,2012-09-25,12,0,0,12,0,0,0,0,0,0
1,2012-09-25,22,1,0,22,0,0,0,0,0,0
1,2012-09-25,18,6,0,18,0,0,0,0,0,0
1,2012-09-24,17,6,0,17,0,0,0,0,0,0
1,2012-09-24,18,0,0,18,0,0,0,0,0,0
1,2012-09-24,16,2,0,16,0,0,0,0,0,0
1,2012-09-24,16,0,0,16,0,0,0,0,0,0
1,2012-09-24,13,2,2,13,0,0,0,0,0,0
1,2012-09-23,19,3,0,19,0,0,0,0,0,0
1,2012-09-23,2,0,0,2,0,0,0,0,0,0
1,2012-09-23,17,1,0,17,0,0,0,0,0,0
1,2012-09-23,14,1,0,14,0,0,0,0,0,0
1,2012-09-22,2,0,0,2,0,0,0,0,0,0
1,2012-09-22,13,2,0,13,0,0,0,0,0,0
1,2012-09-22,1,0,0,1,0,0,0,0,0,0
1,2012-09-22,18,3,0,18,0,0,0,0,0,0
1,2012-09-22,23,7,0,23,0,0,0,0,0,0
1,2012-09-22,17,1,0,17,0,0,0,0,0,0
1,2012-09-22,17,6,0,17,0,0,0,0,0,0
1,2012-09-22,14,1,0,14,0,0,0,0,0,0
1,2012-09-22,1,0,1,1,0,0,0,0,0,0
1,2012-09-21,10,1,0,10,0,0,0,0,0,0
1,2012-09-21,13,12,0,13,0,0,0,0,0,0
1,2012-09-21,35,25,0,35,0,0,0,0,0,2
1,2012-09-21,4,0,0,4,0,0,0,0,0,0
1,2012-09-21,15,12,0,15,0,0,0,0,0,0
1,2012-09-21,11,6,0,11,0,0,0,0,0,0
1,2012-09-21,8,15,0,8,0,0,0,0,0,0
1,2012-09-21,11,3,0,11,0,0,0,0,0,0
1,2012-09-21,22,6,0,22,0,0,0,0,0,0
1,2012-09-20,10,6,0,10,0,0,0,0,0,0
1,2012-09-20,11,6,0,11,0,0,0,0,0,0
1,2012-09-20,14,23,0,14,0,0,0,0,0,0
1,2012-09-19,21,5,0,21,0,0,0,0,0,0
1,2012-09-19,26,4,0,26,0,0,0,0,0,0
1,2012-09-19,25,9,1,25,0,0,0,0,0,0
1,2012-09-19,10,11,0,10,0,0,0,0,0,0
1,2012-09-19,11,2,0,11,0,0,0,0,0,0
1,2012-09-19,22,7,0,22,0,0,0,0,0,0
1,2012-09-19,11,1,1,11,0,0,0,0,0,0
1,2012-09-19,14,2,1,14,0,0,0,0,0,0
1,2012-09-19,33,17,0,33,0,0,0,0,0,2
1,2012-09-18,19,7,0,19,0,0,0,0,0,0
1,2012-09-18,27,2,0,27,0,0,0,0,0,0
1,2012-09-18,20,16,0,20,0,0,0,0,0,0
1,2012-09-17,27,13,0,27,0,0,0,0,0,0
1,2012-09-17,19,18,0,19,0,0,0,0,0,0
1,2012-09-17,10,9,0,10,0,0,0,0,0,0
1,2012-09-17,27,18,1,27,0,0,0,0,0,0
1,2012-09-17,87,28,0,87,0,0,0,0,0,1
1,2012-09-17,24,7,0,24,0,0,0,0,0,0
1,2012-09-17,16,4,0,16,0,0,0,0,0,0
1,2012-09-16,12,0,0,12,0,0,0,0,0,0
1,2012-09-16,16,5,0,16,0,0,0,0,0,0
1,2012-09-16,21,8,0,21,0,0,0,0,0,0
1,2012-09-16,28,1,1,28,0,0,0,0,0,0
1,2012-09-16,20,0,0,20,0,0,0,0,0,0
1,2012-09-16,15,3,0,15,0,0,0,0,0,0
1,2012-09-16,36,5,0,36,0,0,0,0,0,2
1,2012-09-16,23,0,0,23,0,0,0,0,0,0
1,2012-09-16,31,12,0,31,0,0,0,0,0,2
1,2012-09-16,19,0,0,19,0,0,0,0,0,0
1,2012-09-16,16,4,0,16,0,0,0,0,0,0
1,2012-09-16,30,11,0,30,0,0,0,0,0,2
1,2012-09-16,22,2,0,22,0,0,0,0,0,0
1,2012-09-15,14,1,2,14,0,0,0,0,0,0
1,2012-09-15,11,7,0,11,0,0,0,0,0,0
1,2012-09-15,21,4,0,21,0,0,0,0,0,0
1,2012-09-15,30,12,0,30,0,0,0,0,0,2
1,2012-09-13,37,13,0,37,0,0,0,0,0,2
1,2012-09-13,10,5,0,10,0,0,0,0,0,0
1,2012-09-13,21,6,0,21,0,0,0,0,0,0
1,2012-09-13,15,1,0,15,0,0,0,0,0,0
1,2012-09-13,19,3,0,19,0,0,0,0,0,0
1,2012-09-13,14,1,0,14,0,0,0,0,0,0
1,2012-09-12,14,8,0,14,0,0,0,0,0,0
1,2012-09-10,12,0,0,12,0,0,0,0,0,0
1,2012-09-10,14,12,0,14,0,0,0,0,0,0
1,2012-09-10,16,3,0,16,0,0,0,0,0,0
1,2012-09-10,16,0,0,16,0,0,0,0,0,0
1,2012-09-10,20,3,0,20,0,0,0,0,0,0
1,2012-09-10,30,10,0,30,0,0,0,0,0,2
1,2012-09-10,14,8,0,14,0,0,0,0,0,0
1,2012-09-10,35,10,0,35,0,0,0,0,0,2
1,2012-09-09,21,4,0,21,0,0,0,0,0,0
1,2012-09-09,20,7,0,20,0,0,0,0,0,0
1,2012-09-09,32,14,0,32,0,0,0,0,0,2
1,2012-09-09,12,6,0,12,0,0,0,0,0,0
1,2012-09-09,11,6,0,11,0,0,0,0,0,0
1,2012-09-09,12,0,0,12,0,0,0,0,0,0
1,2012-09-09,12,0,0,12,0,0,0,0,0,0
1,2012-09-09,16,1,0,16,0,0,0,0,0,0
1,2012-09-09,21,5,1,21,0,0,0,0,0,0
1,2012-09-08,14,2,0,14,0,0,0,0,0,0
1,2012-09-08,16,3,0,16,0,0,0,0,0,0
1,2012-09-08,14,0,0,14,0,0,0,0,0,0
1,2012-09-07,22,12,0,22,0,0,0,0,0,0
1,2012-09-07,18,0,0,18,0,0,0,0,0,0
1,2012-09-07,25,10,0,25,0,0,0,0,0,0
1,2012-09-07,22,28,0,22,0,0,0,0,0,0
1,2012-09-06,9,6,0,9,0,0,0,0,0,0
1,2012-09-06,16,3,0,16,0,0,0,0,0,0
1,2012-09-06,16,7,0,16,0,0,0,0,0,0
1,2012-09-06,25,5,0,25,0,0,0,0,0,0
1,2012-09-06,12,5,0,12,0,0,0,0,0,0
1,2012-09-06,18,2,0,18,0,0,0,0,0,0
1,2012-09-06,19,12,0,19,0,0,0,0,0,0
1,2012-09-06,25,0,0,25,0,0,0,0,0,0
1,2012-09-06,23,11,0,23,0,0,0,0,0,0
1,2012-09-06,14,3,0,14,0,0,0,0,0,0
1,2012-09-05,24,3,0,24,0,0,0,0,0,0
1,2012-09-05,36,8,0,36,0,0,0,0,0,2
1,2012-09-05,22,6,0,22,0,0,0,0,0,0
1,2012-09-05,28,6,0,28,0,0,0,0,0,0
1,2012-09-04,15,10,0,15,0,0,0,0,0,0
1,2012-09-04,22,5,0,22,0,0,0,0,0,0
1,2012-09-04,21,1,0,21,0,0,0,0,0,0
1,2012-09-04,32,7,0,32,0,0,0,0,0,2
1,2012-09-03,12,5,0,12,0,0,0,0,0,0
1,2012-09-02,12,3,0,12,0,0,0,0,0,0
1,2012-09-02,22,11,0,22,0,0,0,0,0,0
1,2012-09-02,17,2,0,17,0,0,0,0,0,0
1,2012-09-02,13,0,0,13,0,0,0,0,0,0
1,2012-09-01,24,2,2,24,0,0,0,0,0,0
1,2012-09-01,16,10,0,16,0,0,0,0,0,0
1,2012-09-01,19,17,1,19,0,0,0,0,0,0
1,2012-09-01,31,13,0,31,0,0,0,0,0,2
1,2012-09-01,11,4,0,11,0,0,0,0,0,0
1,2012-09-01,21,0,0,21,0,0,0,0,0,0
1,2012-09-01,17,5,0,17,0,0,0,0,0,0
1,2012-09-01,23,0,0,23,0,0,0,0,0,0
1,2012-08-31,17,2,2,17,0,0,0,0,0,0
1,2012-08-31,23,2,2,23,0,0,0,0,0,0
1,2012-08-31,16,3,0,16,0,0,0,0,0,0
1,2012-08-31,22,4,0,22,0,0,0,0,0,0
1,2012-08-30,14,7,0,14,0,0,0,0,0,0
1,2012-08-30,25,2,0,25,0,0,0,0,0,0
1,2012-08-30,19,6,0,19,0,0,0,0,0,0
1,2012-08-30,11,4,0,11,0,0,0,0,0,0
1,2012-08-30,21,12,0,21,0,0,0,0,0,0
1,2012-08-30,12,2,0,12,0,0,0,0,0,0
1,2012-08-30,12,14,0,12,0,0,0,0,0,0
1,2012-08-29,12,0,0,12,0,0,0,0,0,0
1,2012-08-29,36,5,0,36,0,0,0,0,0,2
1,2012-08-29,12,1,0,12,0,0,0,0,0,0
1,2012-08-29,11,0,0,11,0,0,0,0,0,0
1,2012-08-28,38,10,0,38,0,0,0,0,0,2
1,2012-08-27,37,8,0,37,0,0,0,0,0,2
1,2012-08-27,49,10,0,49,0,0,0,0,0,2
1,2012-08-27,11,1,0,11,0,0,0,0,0,0
1,2012-08-27,10,5,0,10,0,0,0,0,0,0
1,2012-08-27,9,4,0,9,0,0,0,0,0,0
1,2012-08-27,13,4,0,13,0,0,0,0,0,0
1,2012-08-27,18,4,0,18,0,0,0,0,0,0
1,2012-08-27,15,0,0,15,0,0,0,0,0,0
1,2012-08-26,14,0,0,14,0,0,0,0,0,0
1,2012-08-26,21,1,0,21,0,0,0,0,0,0
1,2012-08-26,14,3,0,14,0,0,0,0,0,0
1,2012-08-26,16,3,0,16,0,0,0,0,0,0
1,2012-08-26,12,4,0,12,0,0,0,0,0,0
1,2012-08-26,12,2,0,12,0,0,0,0,0,0
1,2012-08-26,23,5,0,23,0,0,0,0,0,0
1,2012-08-26,35,9,1,35,0,0,0,0,0,2
1,2012-08-26,18,4,0,18,0,0,0,0,0,0
1,2012-08-25,12,1,0,12,0,0,0,0,0,0
1,2012-08-25,25,1,0,25,0,0,0,0,0,0
1,2012-08-25,19,10,0,19,0,0,0,0,0,0
1,2012-08-25,13,5,0,13,0,0,0,0,0,0
1,2012-08-25,14,11,0,14,0,0,0,0,0,0
1,2012-08-25,36,13,0,36,0,0,0,0,0,2
1,2012-08-25,37,13,0,37,0,0,0,0,0,2
1,2012-08-24,16,8,0,16,0,0,0,0,0,0
1,2012-08-24,25,15,0,25,0,0,0,0,0,0
1,2012-08-24,28,4,0,28,0,0,0,0,0,0
1,2012-08-24,26,3,0,26,0,0,0,0,0,0
1,2012-08-24,32,6,0,32,0,0,0,0,0,2
1,2012-08-24,35,12,0,35,0,0,0,0,0,2
1,2012-08-24,26,2,0,26,0,0,0,0,0,0
1,2012-08-24,21,3,0,21,0,0,0,0,0,0
1,2012-08-24,34,12,0,34,0,0,0,0,0,2
1,2012-08-24,10,7,0,10,0,0,0,0,0,0
1,2012-08-22,20,10,0,20,0,0,0,0,0,0
1,2012-08-22,25,6,0,25,0,0,0,0,0,0
1,2012-08-22,39,6,0,39,0,0,0,0,0,2
1,2012-08-22,17,3,0,17,0,0,0,0,0,0
1,2012-08-22,26,11,0,26,0,0,0,0,0,0
1,2012-08-22,17,3,0,17,0,0,0,0,0,0
1,2012-08-22,38,12,0,38,0,0,0,0,0,2
1,2012-08-22,18,2,0,18,0,0,0,0,0,0
1,2012-08-22,24,10,0,24,0,0,0,0,0,0
1,2012-08-22,45,18,0,45,0,0,0,0,0,2
1,2012-08-22,15,0,0,15,0,0,0,0,0,0
1,2012-08-22,12,0,0,12,0,0,0,0,0,0
1,2012-08-22,20,3,0,20,0,0,0,0,0,0
