,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
407283,571851,POST,POSTAGE,4,2011-10-19 13:02:00,28.0,12596.0,Spain
264997,560191,22727,ALARM CLOCK BAKELIKE RED ,4,2011-07-15 12:45:00,3.75,16203.0,United Kingdom
155556,549999,22960,JAM MAKING SET WITH JARS,6,2011-04-14 09:09:00,4.25,15813.0,United Kingdom
363157,568549,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-09-27 14:52:00,1.65,13950.0,United Kingdom
413907,572330,22473,TV DINNER TRAY VINTAGE PAISLEY,1,2011-10-24 10:17:00,4.95,16426.0,United Kingdom
242066,558311,22627,MINT KITCHEN SCALES,12,2011-06-28 11:22:00,7.65,14646.0,Netherlands
399136,571271,23199,JUMBO BAG APPLES,1,2011-10-16 12:16:00,2.08,15440.0,United Kingdom
270913,560601,20682,RED RETROSPOT CHILDRENS UMBRELLA,1,2011-07-19 17:17:00,3.25,16764.0,United Kingdom
512732,579516,22694,WICKER STAR ,1,2011-11-29 17:52:00,2.1,17841.0,United Kingdom
412846,572298,23557,LANDMARK FRAME BAKER STREET ,1,2011-10-23 14:33:00,12.5,14071.0,United Kingdom
366541,568780,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,20,2011-09-29 08:27:00,1.25,18235.0,United Kingdom
438352,574312,23343,JUMBO BAG VINTAGE CHRISTMAS ,4,2011-11-03 17:39:00,2.08,17221.0,United Kingdom
77582,542741,20973,12 PENCIL SMALL TUBE WOODLAND,12,2011-01-31 16:02:00,0.65,17375.0,United Kingdom
163688,550621,85027L,FRENCH CHATEAU LARGE PLATTER ,3,2011-04-19 13:41:00,1.95,13263.0,United Kingdom
22320,538163,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2010-12-09 17:27:00,3.75,17841.0,United Kingdom
298603,563026,22386,JUMBO BAG PINK POLKADOT,10,2011-08-11 14:04:00,2.08,15747.0,United Kingdom
78465,542886,21383,PACK OF 12 STICKY BUNNIES,1,2011-02-01 13:09:00,0.65,16515.0,United Kingdom
232271,557311,23156,SET OF 5 MINI GROCERY MAGNETS,3,2011-06-19 15:36:00,2.08,15700.0,United Kingdom
289091,562219,22961,JAM MAKING SET PRINTED,12,2011-08-03 14:14:00,1.45,15089.0,United Kingdom
376042,569491,23196,VINTAGE LEAF MAGNETIC NOTEPAD,3,2011-10-04 13:25:00,1.45,14056.0,United Kingdom
330395,565918,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,2011-09-07 16:27:00,0.83,13249.0,United Kingdom
168736,551136,21039,RED RETROSPOT SHOPPING BAG,6,2011-04-26 13:05:00,2.55,15301.0,United Kingdom
134821,547867,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,2,2011-03-27 13:56:00,2.95,13357.0,United Kingdom
388743,570455,85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,1,2011-10-10 15:27:00,2.1,14529.0,United Kingdom
402321,571496,22791,T-LIGHT GLASS FLUTED ANTIQUE,24,2011-10-17 15:02:00,1.25,13265.0,United Kingdom
116954,546315,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,2011-03-11 08:31:00,4.95,16558.0,United Kingdom
456820,575718,23486,ANTIQUE HEART SHELF UNIT,1,2011-11-10 18:04:00,16.65,16907.0,United Kingdom
432107,573814,23208,LUNCH BAG VINTAGE LEAF DESIGN,5,2011-11-01 11:31:00,1.65,13268.0,United Kingdom
375400,569461,48187,DOORMAT NEW ENGLAND,2,2011-10-04 11:36:00,8.25,16556.0,United Kingdom
33672,539283,22988,SOLDIERS EGG CUP ,12,2010-12-16 15:47:00,1.25,14092.0,United Kingdom
166088,550890,22079,RIBBON REEL HEARTS DESIGN ,5,2011-04-21 12:00:00,1.65,14711.0,United Kingdom
80711,543055,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-02-03 10:41:00,2.95,12502.0,Spain
168426,551055,22026,BANQUET BIRTHDAY  CARD  ,24,2011-04-26 11:51:00,0.42,15903.0,United Kingdom
134820,547867,22989,SET 2 PANTRY DESIGN TEA TOWELS,1,2011-03-27 13:56:00,3.25,13357.0,United Kingdom
526320,580660,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,2011-12-05 13:49:00,1.65,16592.0,United Kingdom
350247,567621,23025,DRAWER KNOB VINTAGE GLASS BALL,6,2011-09-21 12:46:00,2.08,16016.0,United Kingdom
230743,557217,48138,DOORMAT UNION FLAG,2,2011-06-17 12:30:00,7.95,17426.0,United Kingdom
139380,548313,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-03-30 12:15:00,4.95,15353.0,United Kingdom
525944,580640,22865,HAND WARMER OWL DESIGN,1,2011-12-05 12:51:00,2.1,16910.0,United Kingdom
174592,551824,22740,POLKADOT PEN,48,2011-05-04 12:32:00,0.85,15128.0,United Kingdom
105729,545238,22708,WRAP DOLLY GIRL,25,2011-03-01 11:02:00,0.42,15241.0,United Kingdom
89790,543975,22498,WOODEN REGATTA BUNTING,1,2011-02-14 15:23:00,5.95,17231.0,United Kingdom
153694,549789,84247L,FAWN AND MUSHROOM GREETING CARD,12,2011-04-12 12:00:00,0.42,17160.0,United Kingdom
153107,549730,22423,REGENCY CAKESTAND 3 TIER,3,2011-04-11 16:35:00,12.75,15867.0,United Kingdom
349669,567516,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-09-20 15:31:00,1.25,13138.0,United Kingdom
135603,547906,22261,FELT EGG COSY WHITE RABBIT ,1,2011-03-28 12:13:00,0.85,14410.0,United Kingdom
369362,569026,22142,CHRISTMAS CRAFT WHITE FAIRY ,12,2011-09-30 10:18:00,1.45,16101.0,United Kingdom
302062,563374,47566,PARTY BUNTING,4,2011-08-16 10:03:00,4.95,13953.0,United Kingdom
198457,554043,22690,DOORMAT HOME SWEET HOME BLUE ,2,2011-05-20 14:47:00,7.95,16832.0,United Kingdom
107175,545415,84228,HEN HOUSE W CHICK STANDING,12,2011-03-02 13:03:00,0.42,15641.0,United Kingdom
363291,568558,23091,ZINC HERB GARDEN CONTAINER,2,2011-09-27 16:28:00,6.25,16354.0,United Kingdom
32102,539041,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,24,2010-12-15 15:34:00,0.5,15456.0,United Kingdom
34022,539315,21258,VICTORIAN SEWING BOX LARGE,2,2010-12-16 18:23:00,12.75,18260.0,United Kingdom
214392,555573,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,2011-06-05 15:46:00,0.42,15349.0,United Kingdom
276308,561037,22467,GUMBALL COAT RACK,6,2011-07-24 11:55:00,2.55,12472.0,Germany
22546,538174,22472,TV DINNER TRAY DOLLY GIRL,12,2010-12-10 09:35:00,4.95,12471.0,Germany
380334,569767,22147,FELTCRAFT BUTTERFLY HEARTS,12,2011-10-06 11:24:00,1.45,14849.0,United Kingdom
409884,572079,22792,FLUTED ANTIQUE CANDLE HOLDER,24,2011-10-20 14:11:00,0.85,14484.0,United Kingdom
170383,551291,85211,S/4 GROOVY CAT MAGNETS,12,2011-04-27 14:26:00,1.45,14298.0,United Kingdom
221348,556244,22109,FULL ENGLISH BREAKFAST PLATE,3,2011-06-09 16:08:00,3.75,15867.0,United Kingdom
336104,566304,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,2011-09-12 09:03:00,2.08,18158.0,United Kingdom
466292,576326,22065,CHRISTMAS PUDDING TRINKET POT ,4,2011-11-14 15:18:00,0.39,16504.0,United Kingdom
166573,550941,22189,CREAM HEART CARD HOLDER,3,2011-04-21 15:46:00,3.95,17109.0,United Kingdom
177197,552046,22283,6 EGG HOUSE PAINTED WOOD,2,2011-05-06 09:44:00,7.95,15235.0,United Kingdom
321828,565207,84836,ZINC METAL HEART DECORATION,4,2011-09-01 16:46:00,1.25,16764.0,United Kingdom
106368,545327,22944,CHRISTMAS METAL POSTCARD WITH BELLS,5,2011-03-01 15:16:00,1.25,13166.0,United Kingdom
172306,551529,20726,LUNCH BAG WOODLAND,10,2011-05-01 13:18:00,1.65,12524.0,Germany
44673,540188,85064,CREAM SWEETHEART LETTER RACK,2,2011-01-05 13:57:00,5.45,16771.0,United Kingdom
379988,569722,23392,SPACEBOY ROCKET LOLLY MAKERS,6,2011-10-06 09:31:00,2.08,12431.0,Australia
230962,C557224,85099B,JUMBO BAG RED RETROSPOT,-5,2011-06-17 13:22:00,1.79,15311.0,United Kingdom
315493,564729,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,3,2011-08-28 12:44:00,2.95,13137.0,United Kingdom
310848,C564206,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,-2,2011-08-24 09:04:00,1.25,14301.0,United Kingdom
241170,558194,85214,TUB 24 PINK FLOWER PEGS,1,2011-06-27 12:28:00,1.65,14583.0,United Kingdom
32353,539053,21217,RED RETROSPOT ROUND CAKE TINS,1,2010-12-15 16:32:00,9.95,16725.0,United Kingdom
387992,570410,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,2011-10-10 13:04:00,1.25,16776.0,United Kingdom
203986,554617,23203,JUMBO BAG DOILEY PATTERNS,1,2011-05-25 11:21:00,2.08,14593.0,United Kingdom
499658,578682,22940,FELTCRAFT CHRISTMAS FAIRY,12,2011-11-25 08:55:00,3.75,17173.0,United Kingdom
223030,556470,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,4,2011-06-12 11:41:00,3.25,15291.0,United Kingdom
538112,581399,22543,MINI JIGSAW BAKE A CAKE ,48,2011-12-08 13:27:00,0.19,17528.0,United Kingdom
224064,556503,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,36,2011-06-13 08:44:00,0.29,13517.0,United Kingdom
207868,C555013,23112,PARISIENNE CURIO CABINET,-1,2011-05-31 10:44:00,7.5,12601.0,Germany
5259,C536853,84678,CLASSICAL ROSE SMALL VASE,-1,2010-12-03 10:07:00,2.55,14679.0,United Kingdom
364277,568654,22199,FRYING PAN RED RETROSPOT,8,2011-09-28 12:20:00,4.25,14911.0,EIRE
103865,545080,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-02-28 10:33:00,1.25,13004.0,United Kingdom
159554,550344,22534,MAGIC DRAWING SLATE SPACEBOY ,576,2011-04-18 09:00:00,0.36,12754.0,Japan
102752,545035,20711,JUMBO BAG TOYS ,10,2011-02-25 17:03:00,1.95,15078.0,United Kingdom
350449,567636,20726,LUNCH BAG WOODLAND,10,2011-09-21 13:48:00,1.65,16358.0,United Kingdom
419594,572843,48129,DOORMAT TOPIARY,10,2011-10-26 12:06:00,7.08,14315.0,United Kingdom
349851,C567536,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2011-09-21 09:52:00,7.95,14284.0,United Kingdom
114963,546096,47566B,TEA TIME PARTY BUNTING,4,2011-03-09 11:59:00,4.95,15502.0,United Kingdom
266557,560259,15036,ASSORTED COLOURS SILK FAN,12,2011-07-17 13:29:00,0.83,13654.0,United Kingdom
139141,548308,22433,WATERING CAN GREEN DINOSAUR,2,2011-03-30 12:00:00,1.95,17220.0,United Kingdom
304160,563565,21576,LETS GO SHOPPING COTTON TOTE BAG,3,2011-08-17 14:22:00,2.25,17338.0,United Kingdom
419908,572863,84510A,SET OF 4 ENGLISH ROSE COASTERS,6,2011-10-26 12:53:00,1.25,17841.0,United Kingdom
271087,560642,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-07-20 11:07:00,2.95,17866.0,United Kingdom
353395,567801,23380,PACK OF 12 DOILEY TISSUES,48,2011-09-22 12:02:00,0.39,13089.0,United Kingdom
439596,574477,23103,JINGLE BELL HEART DECORATION,8,2011-11-04 12:21:00,1.65,15453.0,United Kingdom
403688,571653,23515,EMBROIDERED RIBBON REEL DAISY ,6,2011-10-18 12:17:00,1.79,14298.0,United Kingdom
305020,563619,21164,HOME SWEET HOME METAL SIGN ,6,2011-08-18 10:01:00,2.95,12839.0,United Kingdom
383616,570049,23292,SPACEBOY CHILDRENS CUP,6,2011-10-07 10:55:00,1.25,17228.0,United Kingdom
411703,572227,23493,VINTAGE DOILY TRAVEL SEWING KIT,6,2011-10-21 14:01:00,1.95,15051.0,United Kingdom
396437,571065,21213,PACK OF 72 SKULL CAKE CASES,24,2011-10-13 14:59:00,0.55,12613.0,Germany
132304,547662,22652,TRAVEL SEWING KIT,3,2011-03-24 13:12:00,1.65,14085.0,United Kingdom
475891,576924,22112,CHOCOLATE HOT WATER BOTTLE,3,2011-11-17 10:53:00,4.95,17419.0,United Kingdom
69758,541985,22079,RIBBON REEL HEARTS DESIGN ,2,2011-01-24 15:52:00,1.65,15052.0,United Kingdom
429942,573576,37500,TEA TIME TEAPOT IN GIFT BOX,3,2011-10-31 14:09:00,8.29,14096.0,United Kingdom
327272,565648,23437, 50'S CHRISTMAS GIFT BAG LARGE,3,2011-09-05 16:22:00,1.25,18196.0,United Kingdom
309947,564148,35646,VINTAGE BEAD PINK EVENING BAG,24,2011-08-23 12:22:00,1.25,18147.0,United Kingdom
516291,579885,22798,ANTIQUE GLASS DRESSING TABLE POT,4,2011-11-30 17:37:00,2.95,15444.0,United Kingdom
407469,571883,85032C,CURIOUS IMAGES GIFT WRAP SET,1,2011-10-19 13:58:00,0.65,14704.0,United Kingdom
21528,538093,22620,4 TRADITIONAL SPINNING TOPS,12,2010-12-09 14:49:00,1.25,12682.0,France
289113,562220,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,2011-08-03 14:19:00,8.95,15150.0,United Kingdom
514316,579692,84510A,SET OF 4 ENGLISH ROSE COASTERS,20,2011-11-30 14:05:00,1.25,12433.0,Norway
240374,558099,22583,PACK OF 6 HANDBAG GIFT BOXES,3,2011-06-26 13:45:00,2.55,17593.0,United Kingdom
94140,544332,22625,RED KITCHEN SCALES,2,2011-02-17 17:34:00,8.5,17419.0,United Kingdom
540248,581473,22108,PING! MICROWAVE PLATE,1,2011-12-08 19:57:00,1.25,12748.0,United Kingdom
512834,579516,23263,SET OF 3 WOODEN HEART DECORATIONS,4,2011-11-29 17:52:00,1.25,17841.0,United Kingdom
286831,562045,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,2011-08-02 10:33:00,0.55,12644.0,Germany
113021,545906,79321,CHILLI LIGHTS,4,2011-03-08 09:23:00,5.75,15764.0,United Kingdom
82255,543196,21156,RETROSPOT CHILDRENS APRON,8,2011-02-04 12:29:00,1.95,13309.0,United Kingdom
64955,541683,22568,FELTCRAFT CUSHION OWL,3,2011-01-20 15:01:00,3.75,14085.0,United Kingdom
533110,581013,22197,POPCORN HOLDER,100,2011-12-07 09:32:00,0.72,17017.0,United Kingdom
499827,578697,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-11-25 10:03:00,0.29,14132.0,United Kingdom
136141,547937,22564,ALPHABET STENCIL CRAFT,2,2011-03-28 14:27:00,1.25,15068.0,United Kingdom
171430,551417,21901,"KEY FOB , BACK DOOR ",24,2011-04-28 13:41:00,0.65,15632.0,United Kingdom
340367,566625,15056N,EDWARDIAN PARASOL NATURAL,3,2011-09-14 09:38:00,5.95,14911.0,EIRE
173033,551650,84988,SET OF 72 PINK HEART PAPER DOILIES,12,2011-05-03 12:02:00,1.45,13089.0,United Kingdom
333241,566190,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-09-09 13:20:00,0.95,12748.0,United Kingdom
522477,580399,23102,SILVER HEARTS TABLE DECORATION,4,2011-12-04 11:45:00,0.83,13471.0,United Kingdom
488500,577831,22383,LUNCH BAG SUKI DESIGN ,10,2011-11-22 10:17:00,1.65,16748.0,United Kingdom
485729,577633,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-11-21 10:35:00,1.65,14194.0,United Kingdom
349011,567475,22417,PACK OF 60 SPACEBOY CAKE CASES,3,2011-09-20 13:11:00,0.55,16360.0,United Kingdom
277748,561192,23032,DRAWER KNOB CRACKLE GLAZE IVORY,6,2011-07-25 13:45:00,1.65,16033.0,United Kingdom
349745,567526,22630,DOLLY GIRL LUNCH BOX,64,2011-09-21 09:06:00,1.65,12435.0,Denmark
465594,576246,22095,LADS ONLY TISSUE BOX,3,2011-11-14 13:42:00,0.39,17566.0,United Kingdom
409849,572076,22997,TRAVEL CARD WALLET UNION JACK,24,2011-10-20 14:01:00,0.42,13761.0,United Kingdom
467840,576371,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,48,2011-11-15 08:07:00,0.29,14911.0,EIRE
282378,561645,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,200,2011-07-28 15:16:00,2.55,14911.0,EIRE
374708,569401,23214,JINGLE BELL HEART ANTIQUE GOLD,12,2011-10-04 08:56:00,2.08,15111.0,United Kingdom
430035,573579,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,3,2011-10-31 14:19:00,2.95,15033.0,United Kingdom
118470,546432,35004B,SET OF 3 BLACK FLYING DUCKS,3,2011-03-14 08:21:00,5.45,14180.0,United Kingdom
109752,545658,21221,SET/4 BADGES CUTE CREATURES,10,2011-03-04 14:13:00,1.25,14670.0,United Kingdom
230578,557210,22129,PARTY CONES CANDY TREE DECORATION,6,2011-06-17 11:49:00,0.85,18118.0,United Kingdom
33885,539305,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,2010-12-16 17:37:00,2.55,14334.0,United Kingdom
224951,556579,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,2011-06-13 14:16:00,0.83,15069.0,United Kingdom
214855,555633,22717,CARD DOG AND BALL ,12,2011-06-06 12:22:00,0.42,14534.0,United Kingdom
228824,556958,22627,MINT KITCHEN SCALES,2,2011-06-16 09:15:00,8.5,17490.0,United Kingdom
153127,549730,23232,WRAP VINTAGE PETALS  DESIGN,25,2011-04-11 16:35:00,0.42,15867.0,United Kingdom
484071,577519,21220,SET/4 BADGES DOGS,12,2011-11-20 13:20:00,1.25,15044.0,United Kingdom
350049,567610,22907,PACK OF 20 NAPKINS PANTRY DESIGN,96,2011-09-21 11:30:00,0.72,17511.0,United Kingdom
79159,542911,21500,PINK POLKADOT WRAP ,25,2011-02-01 15:41:00,0.42,12676.0,Sweden
467853,576371,22487,WHITE WOOD GARDEN PLANT LADDER,1,2011-11-15 08:07:00,9.95,14911.0,EIRE
114465,546015,79337,BLUE FLOCK GLASS CANDLEHOLDER,96,2011-03-08 16:48:00,0.38,14336.0,United Kingdom
241046,558123,23051,RECYCLED ACAPULCO MAT BLUE,2,2011-06-27 10:16:00,8.25,15834.0,United Kingdom
216683,555851,21791,VINTAGE HEADS AND TAILS CARD GAME ,3,2011-06-07 13:37:00,1.25,13050.0,United Kingdom
347040,567280,22847,BREAD BIN DINER STYLE IVORY,8,2011-09-19 11:46:00,14.95,14646.0,Netherlands
17698,537773,22150,3 STRIPEY MICE FELTCRAFT,2,2010-12-08 12:36:00,1.95,16016.0,United Kingdom
313437,564495,22201,FRYING PAN BLUE POLKADOT,4,2011-08-25 14:21:00,4.25,17719.0,United Kingdom
368039,568938,23100,SILVER BELLS TABLE DECORATION,2,2011-09-29 14:46:00,1.25,17220.0,United Kingdom
530755,580880,21931,JUMBO STORAGE BAG SUKI,10,2011-12-06 12:19:00,2.08,14121.0,United Kingdom
119970,546638,22418,10 COLOUR SPACEBOY PEN,24,2011-03-15 12:52:00,0.85,15106.0,United Kingdom
367041,568831,22675,FRENCH KITCHEN SIGN BLUE METAL,2,2011-09-29 11:35:00,1.25,16059.0,United Kingdom
95060,544440,22666,RECIPE BOX PANTRY YELLOW DESIGN,3,2011-02-20 10:28:00,2.95,15465.0,United Kingdom
332070,566055,23433,HANGING QUILTED PATCHWORK APPLES,1,2011-09-08 15:05:00,0.83,15453.0,United Kingdom
384808,570180,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-10-07 14:28:00,1.25,17509.0,United Kingdom
331856,566040,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-09-08 13:38:00,1.25,12540.0,Spain
170365,551291,72225C,LAVENDER SCENT CAKE CANDLE,96,2011-04-27 14:26:00,0.21,14298.0,United Kingdom
449454,575128,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2011-11-08 14:27:00,8.5,16837.0,United Kingdom
377831,569568,23066,SMALL DECO JEWELLERY STAND,2,2011-10-05 09:57:00,8.25,12700.0,France
313855,564541,22983,CARD BILLBOARD FONT,12,2011-08-25 15:35:00,0.42,16309.0,United Kingdom
162964,550526,23126,FELTCRAFT GIRL AMELIE KIT,4,2011-04-19 10:40:00,4.95,14309.0,United Kingdom
216017,555810,21937,STRAWBERRY   PICNIC BAG,5,2011-06-07 11:39:00,2.95,17091.0,United Kingdom
160066,550447,48138,DOORMAT UNION FLAG,2,2011-04-18 12:36:00,7.95,16033.0,United Kingdom
433021,573903,22553,PLASTERS IN TIN SKULLS,24,2011-11-01 14:51:00,1.65,14667.0,United Kingdom
425706,573335,22115,METAL SIGN EMPIRE TEA,2,2011-10-30 11:35:00,0.79,15059.0,United Kingdom
525487,580632,22209,WOOD STAMP SET HAPPY BIRTHDAY,1,2011-12-05 12:16:00,0.83,16360.0,United Kingdom
58613,541256,22386,JUMBO BAG PINK POLKADOT,10,2011-01-16 14:36:00,1.95,13048.0,United Kingdom
363216,568553,22993,SET OF 4 PANTRY JELLY MOULDS,24,2011-09-27 15:17:00,1.25,15674.0,United Kingdom
96859,544591,22916,HERB MARKER THYME,12,2011-02-21 15:20:00,0.65,13044.0,United Kingdom
508713,579267,23245,SET OF 3 REGENCY CAKE TINS,4,2011-11-29 09:42:00,4.95,14961.0,United Kingdom
457787,575747,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,2011-11-11 10:19:00,1.65,12589.0,France
215633,555728,22090,PAPER BUNTING RETROSPOT,3,2011-06-06 16:41:00,2.95,17252.0,United Kingdom
355564,567944,23348,CHILDRENS TOY COOKING UTENSIL SET,1,2011-09-22 19:54:00,2.08,14562.0,United Kingdom
145158,548869,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,2011-04-04 14:31:00,8.5,17114.0,United Kingdom
412228,572283,22569,FELTCRAFT CUSHION BUTTERFLY,2,2011-10-23 11:42:00,3.75,15000.0,United Kingdom
148864,549257,20766,GARDEN PATH SKETCHBOOK,3,2011-04-07 12:29:00,3.75,14465.0,United Kingdom
246670,558709,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,2011-07-01 13:02:00,2.95,17338.0,United Kingdom
306410,563753,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-08-19 10:51:00,0.42,12513.0,France
84703,543428,21165,BEWARE OF THE CAT METAL SIGN ,6,2011-02-08 11:36:00,1.69,17787.0,United Kingdom
359716,568193,23419,HOME SWEET HOME BOTTLE ,6,2011-09-25 14:37:00,2.08,17107.0,United Kingdom
117944,546415,21832,CHOCOLATE CALCULATOR,2,2011-03-13 10:27:00,1.65,17975.0,United Kingdom
422032,573036,22580,ADVENT CALENDAR GINGHAM SACK,6,2011-10-27 13:44:00,5.95,12437.0,France
144268,548734,21467,CHERRY CROCHET FOOD COVER,5,2011-04-04 10:40:00,3.75,13059.0,United Kingdom
456243,575681,23158,SET OF 5 LUCKY CAT MAGNETS ,1,2011-11-10 15:32:00,2.08,16903.0,United Kingdom
354530,567882,22548,HEADS AND TAILS SPORTING FUN,72,2011-09-22 15:03:00,1.06,12906.0,United Kingdom
125766,547061,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,2011-03-20 13:21:00,0.85,12407.0,Belgium
379128,569673,22825,DECORATIVE PLANT POT WITH FRIEZE,7,2011-10-05 13:58:00,7.95,17222.0,United Kingdom
483889,577512,23463,VINTAGE ZINC WATERING CAN,2,2011-11-20 12:55:00,9.95,12523.0,France
336501,566345,21313,GLASS HEART T-LIGHT HOLDER ,12,2011-09-12 12:27:00,0.85,17685.0,United Kingdom
477263,577053,21914,BLUE HARMONICA IN BOX ,12,2011-11-17 14:17:00,1.25,13001.0,United Kingdom
175450,551959,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,2011-05-05 12:38:00,4.95,13883.0,United Kingdom
25465,538370,22699,ROSES REGENCY TEACUP AND SAUCER ,3,2010-12-12 11:06:00,2.95,16923.0,United Kingdom
434497,574047,22549,PICTURE DOMINOES,12,2011-11-02 13:26:00,1.45,13318.0,United Kingdom
12072,537365,22423,REGENCY CAKESTAND 3 TIER,3,2010-12-06 12:38:00,12.75,15078.0,United Kingdom
313818,564539,20719,WOODLAND CHARLOTTE BAG,10,2011-08-25 15:22:00,0.85,12715.0,Sweden
152756,549690,22383,LUNCH BAG SUKI DESIGN ,1,2011-04-11 13:41:00,1.65,17841.0,United Kingdom
271703,560714,22493,PAINT YOUR OWN CANVAS SET,3,2011-07-20 13:10:00,1.65,14456.0,United Kingdom
371985,569229,22092,BLUE PAISLEY TISSUE BOX,2,2011-10-02 14:56:00,0.39,14502.0,United Kingdom
356492,568056,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-09-23 12:55:00,0.85,12705.0,Germany
83013,543278,84991,60 TEATIME FAIRY CAKE CASES,4,2011-02-06 14:43:00,0.55,16745.0,United Kingdom
296731,562931,23299,FOOD COVER WITH BEADS SET 2 ,1,2011-08-10 16:19:00,3.75,14030.0,United Kingdom
139955,548370,22521,CHILDS GARDEN TROWEL PINK,1,2011-03-30 16:14:00,0.85,15528.0,United Kingdom
351147,567662,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,4,2011-09-21 15:12:00,2.95,17758.0,United Kingdom
392690,570713,23198,PANTRY MAGNETIC  SHOPPING LIST,12,2011-10-12 10:18:00,1.45,17064.0,United Kingdom
252856,559141,22315,200 RED + WHITE BENDY STRAWS,1,2011-07-06 13:56:00,1.25,15311.0,United Kingdom
366865,568797,23201,JUMBO BAG ALPHABET,100,2011-09-29 10:22:00,1.75,13694.0,United Kingdom
231284,557260,48116,DOORMAT MULTICOLOUR STRIPE,2,2011-06-19 10:39:00,7.95,17932.0,United Kingdom
474779,576851,21822,GLITTER CHRISTMAS TREE WITH BELLS,1,2011-11-16 15:41:00,0.79,15967.0,United Kingdom
386944,570255,23524,HORSE & PONY WALL ART,6,2011-10-10 09:41:00,3.75,17648.0,United Kingdom
198310,554030,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-05-20 13:56:00,2.95,16497.0,United Kingdom
83179,543288,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,2011-02-07 10:14:00,3.25,17302.0,United Kingdom
191594,553377,23209,LUNCH BAG DOILEY PATTERN ,10,2011-05-16 14:58:00,1.65,14888.0,United Kingdom
308874,564056,90176D,DIAMANTE NECKLACE PURPLE,2,2011-08-22 14:13:00,7.5,14387.0,United Kingdom
114702,546062,22625,RED KITCHEN SCALES,1,2011-03-09 10:51:00,8.5,16221.0,United Kingdom
221464,556247,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,5,2011-06-09 16:16:00,3.75,15058.0,United Kingdom
380641,569826,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,2011-10-06 12:25:00,5.95,18161.0,United Kingdom
395014,570964,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,12,2011-10-13 11:50:00,0.29,12766.0,Portugal
208295,555109,16161P,WRAP ENGLISH ROSE ,25,2011-05-31 14:19:00,0.42,16023.0,United Kingdom
348142,567378,22804,CANDLEHOLDER PINK HANGING HEART,6,2011-09-20 10:01:00,2.95,14911.0,EIRE
480848,577319,79191C,RETRO PLASTIC ELEPHANT TRAY,1,2011-11-18 13:43:00,0.85,17301.0,United Kingdom
25539,538371,22130,PARTY CONE CHRISTMAS DECORATION ,12,2010-12-12 11:07:00,0.85,15570.0,United Kingdom
84047,543359,21733,RED HANGING HEART T-LIGHT HOLDER,2,2011-02-07 14:16:00,2.95,16332.0,United Kingdom
